學校名稱,申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他,學期間退學人數-小計,學期間退學人數-因成績不佳或曠課時數過多,學期間退學人數-因操行成績,學期間退學人數-因志趣不合,學期間退學人數-因逾期未註冊,學期間退學人數-因休學逾期未復學,學期間退學人數-因懷孕,學期間退學人數-因育嬰,學期間退學人數-因傷病,學期間退學人數-因工作需求,學期間退學人數-因經濟困難,學期間退學人數-因生涯規劃,學期間退學人數-其他(不含死亡)
華夏學校財團法人華夏科技大學,113,109,3,0,0,0,1,0,0,13098,817,21,55,17,85,234,8,4,88,15,3,3,10,4,0,270,835,41,0,209,167,351,0,1,0,19,8,35,4
華梵大學,125,101,23,1,0,0,0,0,0,5613,211,19,2,30,33,64,0,3,18,8,11,0,17,1,0,5,283,14,0,103,89,63,0,0,0,0,8,1,5
萬能學校財團法人萬能科技大學,246,210,36,0,0,0,0,0,0,31140,1040,47,198,17,111,379,9,4,75,9,6,11,6,1,0,167,1077,105,66,258,440,120,2,0,2,38,33,8,5
蘭陽技術學院,40,39,1,0,0,0,0,0,0,2763,59,4,4,12,7,16,0,0,11,2,0,3,0,0,0,0,189,27,24,19,20,43,1,0,1,7,2,44,1
財團法人一貫道天皇基金會一貫道天皇學院,0,0,0,0,0,0,0,0,0,384,16,2,1,0,3,4,0,0,0,0,2,0,1,0,0,3,16,0,0,0,1,1,0,0,2,9,0,1,2
輔仁大學,887,528,65,75,127,0,31,14,47,78528,2023,164,29,56,361,729,14,84,39,218,301,12,7,9,0,0,1822,394,0,335,359,676,0,0,7,32,8,9,2
輔英科技大學,198,144,42,12,0,0,0,0,0,28203,624,49,74,17,151,177,13,21,29,7,0,3,1,12,0,70,658,24,1,176,132,233,0,4,3,43,7,12,23
逢甲大學,530,484,34,2,2,0,7,0,1,62436,1009,58,18,73,190,278,6,38,29,83,63,2,110,9,0,52,952,180,0,270,431,0,0,1,8,45,3,6,8
遠東科技大學,249,205,44,0,0,0,0,0,0,16659,500,21,47,21,76,188,3,1,71,1,4,5,4,0,0,58,635,56,0,140,130,226,0,0,4,30,19,6,24
醒吾學校財團法人醒吾科技大學,175,156,19,0,0,0,0,0,0,24291,1491,77,51,278,430,197,11,10,20,20,0,18,37,8,0,334,1170,98,42,444,159,219,0,1,9,16,24,93,65
銘傳大學,922,790,112,2,9,0,3,6,0,56925,973,78,12,109,131,210,6,12,48,78,78,17,5,7,0,182,961,75,1,379,110,332,0,0,4,29,2,22,7
長庚大學,197,104,38,55,0,0,0,0,0,21156,533,14,18,0,101,100,6,13,8,38,26,1,0,0,0,208,322,27,2,55,42,166,0,0,1,9,0,11,9
長庚學校財團法人長庚科技大學,39,36,0,2,0,0,1,0,0,19905,217,28,7,0,21,73,6,11,0,8,0,5,1,0,0,57,142,5,0,64,0,41,0,0,2,10,1,2,17
長榮大學,377,357,11,8,1,0,0,0,0,27777,463,23,151,0,79,82,4,3,34,11,30,22,0,14,0,10,668,0,0,253,327,0,0,0,1,22,17,3,45
開南大學,390,322,65,2,0,0,1,0,0,19995,532,38,62,19,70,191,11,9,51,18,5,0,5,7,0,46,879,121,0,197,315,206,0,1,3,21,2,11,2
靜宜大學,687,452,169,20,5,0,23,18,0,36312,592,38,14,62,125,158,1,11,10,37,22,16,6,15,0,77,695,48,0,264,55,240,1,1,4,30,5,37,10
馬偕學校財團法人馬偕醫學院,8,8,0,0,0,0,0,0,0,2124,37,1,0,0,14,4,0,0,0,1,0,0,0,0,0,17,25,1,0,3,0,13,0,0,0,0,0,1,7
馬偕學校財團法人馬偕醫護管理專科學校,78,69,9,0,0,0,0,0,0,12828,145,12,6,25,43,34,5,0,0,1,0,2,1,0,0,16,201,12,6,113,20,30,0,0,0,10,0,0,10
高苑科技大學,154,154,0,0,0,0,0,0,0,14076,210,9,12,5,24,101,3,0,31,2,1,1,0,0,0,21,855,72,28,165,167,115,0,0,1,157,13,8,129
高雄醫學大學,110,88,3,17,1,0,0,1,0,20406,489,6,4,4,125,89,6,11,4,39,81,3,6,7,0,104,395,17,0,129,18,206,0,0,2,6,2,4,11
黎明技術學院,148,107,41,0,0,0,0,0,0,14775,1411,45,166,180,174,295,7,4,30,7,0,6,4,2,0,491,531,82,10,107,179,69,0,0,2,12,2,56,12
龍華科技大學,333,191,142,0,0,0,0,0,0,33687,616,34,57,56,125,223,3,1,63,12,11,1,5,0,0,25,1196,134,1,391,257,328,3,0,6,32,11,0,33
